Pred_Expl,Expl_1,Expl_2,Expl_3
the judge saw the secretary near the doctor.,the judge is not the secretaries and the secretaries is not the doctor.,,
the students either avoid the artists or avoid the lawyers.,the lawyers avoided the artists.,,
the judge is a rephrasing of the judge.,the senators is not the judge and the judge is not the students.,,
the athletes admire the athletes.,the athletes admired the senators.,,
the actor is the same as the actor.,the senator introduced the managers.,,
the judges are not necessarily the manager.,the judges introduced the managers.,,
the judges are not the judges.,the banker is not the judges and the judges is not the doctor.,,
the lawyers helped the actor by the actor.,the tourist is not the lawyers and the lawyers is not the actor.,,
the manager supported the manager in front of the president.,the managers supported the banker.,,
actors are not the same as scientist.,the actors is not the scientist and the scientist is not the senator.,,
the president saw the manager because the students next to the manager saw the manager.,the students saw the president.,,
the author is a rephrasing of the president.,the president recognized the professors.,,
the doctors avoiding the tourists is the same as tourists avoiding the doctors.,the doctors avoided the tourists.,,
the author thanking the author is a rephrasing of the author thanking the author.,the secretary thanked the author.,,
the manager is a person who contact the presidents.,the managers is not the student and the presidents is not the managers.,,
the scientists mentioned by the professor mentioned the professor.,the scientists mentioned the senator.,,
the artists are in front of the artists who are in front of the artists.,the artists introduced the doctor.,,
the artist saw the artist in front of the student.,the senators is not the student and the artist is not the senators.,,
the manager admire the manager.,the lawyers admired the manager.,,
the author helped the author is a rephrasing of the judge helped the author.,the judge helped the author.,,
the scientists stopped the athlete is a rephrasing of the athlete stopped the scientists.,the athlete stopped the scientists.,,
the manager was not necessarily helping the manager.,the doctor is not the manager and the bankers is not the doctor.,,
the professors cannot simultaneously be a scientist and a judge,the professors is not the scientist and the judge is not the professors.,,
the manager was the subject of the action.,the actors advised the manager.,,
the lawyers advice the secretary is a rephrasing of the ingredients advice the secretary.,the secretary advised the judges.,,
the manager is a person who is not a human.,the managers called the athletes.,,
the scientists are near the professor.,the scientists called the athlete.,,
the actor is not a lawyer.,the actor stopped the lawyer.,,
students avoid the students is a rephrasing of tourists avoiding the tourists.,the students avoided the tourists.,,
the professor is either admiring the scientists or the professor is admiring the professor.,the professor admired the scientists.,,
the athletes saw the manager in front of the manager.,the athletes is not the senators and the senators is not the manager.,,
the judge is not the same as the doctors.,the judge encouraged the doctors.,,
the doctor avoid the secretary is a rephrasing of the secretary next to the doctors.,the secretary avoided the professor.,,
the professor recognized the tourists in front of the bank.,the professor recognized the tourists.,,
the doctors saw the tourist is a rephrasing of tourist saw the lawyer next to the doctors.,the tourist is not the doctors and the lawyer is not the tourist.,,
the bankers is a lawyer.,the bankers recommended the lawyer.,,
the student is supported by the scientist.,the student supported the athlete.,,
the lawyers could be the same people that recognized the athlete.,the lawyers recognized the athlete.,,
the professor can be the professor.,the senator recognized the student.,,
the actor is near the scientist.,the senator is not the actor and the actor is not the scientist.,,
the author is the director.,the author saw the secretaries.,,
the scientists are avoiding the athletes.,the artists is not the scientists and the scientists is not the athletes.,,
the actors avoid the lawyer is a rephrasing of the lawyer next to the tourist.,the lawyer avoided the actors.,,
the president encouraging the lawyers is the same as lawyers encouraging the president.,the president encouraged the lawyers.,,
doctors helped the manager is a rephrasing of the manager helped the doctors.,the doctors helped the manager.,,
the tourist stopped the tourists because the tourist stopped the tourists.,the tourists stopped the senator.,,
the students helped the authors is a rephrasing of the authors helped the students.,the authors helped the students.,,
student admire the student is same as student admired the artists,the artists admired the student.,,
the lawyers admire the actor near the bank.,the lawyers is not the banker and the actor is not the lawyers.,,
actors supported the actors is a rephrasing of artists supported the actors.,the artists supported the actors.,,
the manager encouraging the scientists is the same as manager encouraging the scientists.,the secretary is not the managers and the managers is not the scientists.,,
the bankers stopped the bankers.,the bankers stopped the managers.,,
the author cannot be avoiding the authors if he is avoiding them.,the authors avoided the senator.,,
the manager encouraging the lawyers is a rephrasing of the manager encouraging the lawyers.,the managers is not the lawyer and the lawyer is not the senators.,,
the author cannot be avoiding the manager if the students avoid the author.,the author is not the students and the managers is not the author.,,
the tourist was the student.,the tourist is not the athlete and the students is not the tourist.,,
the tourist recognized the tourist is a rephrasing of professor recognized the tourist.,the professors is not the tourist and the tourist is not the banker.,,
the scientist is a person who is near the judges.,the author contacted the judges.,,
the professor contact the professor is the same as the secretary contact the professor.,the professor contacted the secretary.,,
the presses the university next to the students is the same as the banana mentioned in the first sentence.,the banker is not the senator and the senator is not the students.,,
the manager is a judges.,the judges is not the manager and the manager is not the president.,,
the scientists are near the scientists.,the scientists contacted the senators.,,
the president admired the president.,the president admired the artist.,,
lawyers are a type of students.,the lawyers thanked the scientists.,,
the author admire the author is the same as the author admired the author.,the author admired the banker.,,
the presidents saw the actors in front of the lawyer.,the presidents is not the actors and the actors is not the lawyer.,,
the manager and the manager are the same thing.,the students recognized the scientist.,,
the professor is a scientist.,the professor is not the scientists and the secretaries is not the professor.,,
the actor and the doctor are two different people.,the athletes believed the doctor.,,
the tourist in front of the scientists is the same as the scientists called the tourist.,the tourist called the actors.,,
actors near the presidents saw the actors.,the actors saw the lawyer.,,
the doctor and the students are the same thing.,the doctor introduced the students.,,
the author was the same as the judge.,the author advised the judge.,,
the president and the president are the same thing.,the tourist mentioned the secretary.,,
the doctors saw the tourist because they saw the doctors behind the professor.,the doctors saw the tourist.,,
the student stopped the scientist because he stopped the doctors.,the scientist stopped the doctors.,,
the actors avoid the judges is a rephrasing of the judges avoid the presidents.,the presidents avoided the judges.,,
the president is a person who contact the tourist.,the presidents contacted the artist.,,
the author is the same as the bankers.,the author recommended the banker.,,
tourist is a person who encouraging the scientists.,the tourist encouraged the scientists.,,
the president called the presidents is the same as the president called the president.,the senator called the presidents.,,
the scientists supported the doctor is a rephrasing of doctor supported the scientists.,the doctor supported the scientists.,,
the actor is not the same as the swimmer.,the athlete called the senators.,,
the manager stopped the managers because he stopped the managers.,the managers stopped the senators.,,
actor in front of the presidents is a rephrasing of lawyers believe the presidents.,the actor believed the lawyers.,,
the doctors cannot avoid the doctor if the doctor avoiding the judges.,the judges avoided the doctor.,,
the professors and the professors are the judges.,the managers recognized the judges.,,
the president can't be a tourist.,the scientist recognized the president.,,
the professor mentioned the professor is behind the doctors.,the artists mentioned the professor.,,
the president is either helping the tourists or the president leaned the president.,the president advised the tourists.,,
artist called the judge is a rephrasing of artist in front of the judge.,the artists called the senator.,,
students admire the bankers is same as bank admired the students,the students admired the banker.,,
the authors advice the authors in front of the lawyers.,the authors is not the lawyers and the senator is not the authors.,,
the author is near the presidents.,the author stopped the presidents.,,
the judges admire the author is a rephrasing of the author admired the judges.,the author admired the judges.,,
the scientists are not necessarily the scientists.,the presidents introduced the author.,,
the athlete is an actor.,the athlete thanked the actor.,,
the professors helped the tourist in front of the lawyers.,the professors is not the lawyers and the tourist is not the professors.,,
actors in front of the managers admire the managers.,the actors admired the managers.,,
the manager stopped the manager because he stopped the manager.,the doctors stopped the senator.,,
the president is in front of the actors so the artists called the president.,the president called the actors.,,
scientists are actors in a game.,the scientists believed the actors.,,
the judges admire the author.,the judges admired the author.,,
the judge helped the judge.,the judge is not the scientists and the presidents is not the judge.,,
the judge is not a student.,the senators is not the student and the judge is not the senators.,,
the judges called the judges is the same as the president called the judges.,the judges called the senator.,,
the lawyer and the lawyer are not the same.,the lawyer is not the tourists and the secretary is not the lawyer.,,
the judge supported the manager by the judge.,the judge is not the manager and the manager is not the senator.,,
the manager cannot encouraging the scientists next to the manager if the manager encouraging the professors.,the professors is not the manager and the scientists is not the professors.,,
doctors in front of the bankers admire the doctors.,the doctors admired the actors.,,
the student cannot be near the university and the student simultaneously.,the student is not the doctor and the senators is not the student.,,
the judge is a tourist.,the tourists is not the judge and the judge is not the athlete.,,
the artists thanking the artists is a rephrasing of the judges thanking the artists.,the artists thanked the judges.,,
the president in front of the athletes helped the tourists.,the president helped the tourists.,,
the author saw the students by the manager.,the author is not the students and the students is not the managers.,,
tourists are not tourists.,the athletes is not the tourists and the tourists is not the president.,,
tourist is a tourist.,the scientist recommended the tourist.,,
the doctor called the tourists is a rephrasing of the tourist called the doctor.,the tourists called the doctor.,,
the scientists are either bringing the scientists or the lawyers.,the scientists introduced the lawyers.,,
the manager cannot avoid the president if he is avoiding the president.,the managers is not the senator and the senator is not the president.,,
the judges could be called the judges.,the judges is not the secretaries and the secretaries is not the doctors.,,
the bankers contact the judges is a rephrasing of the judges approached the judges.,the judges contacted the professors.,,
the actors admire the lawyer in front of the senator.,the lawyer admired the actors.,,
the actor is the professor.,the authors recommended the actor.,,
the lawyers and the lawyers are different.,the secretaries avoided the lawyer.,,
the presidents and the students are both students.,the presidents admired the students.,,
the artist saw the artists because the artist saw the artist.,the senators saw the artist.,,
the manager is an actor.,the athlete advised the actor.,,
the manager is a person who fishes.,the managers thanked the author.,,
doctors saw the judge is a rephrasing of the judge saw the doctors.,the doctors saw the judge.,,
doctors called the scientist is a rephrasing of scientist called the doctors.,the doctors called the scientist.,,
the scientists cannot simultaneously be in front of the lawyers and be lawyers who recognized the lawyers.,the senators recognized the lawyers.,,
the president helped the artists is a rephrasing of the bankers helped the president.,the bankers helped the president.,,
the scientist cannot be a lawyer.,the scientist recognized the lawyers.,,
the scientists are the scientists.,the president is not the scientists and the scientists is not the senators.,,
the president admired the president.,the presidents admired the tourist.,,
the artists are the doctors.,the banker recommended the artists.,,
the artist encouraging the athletes is the same as scientists encouraging the artist.,the artist encouraged the athletes.,,
the professor stopped the student in front of the professor.,the student is not the professors and the senator is not the student.,,
the manager is a manager.,the professor introduced the managers.,,
helped is past tense of helped.,the authors is not the student and the student is not the manager.,,
the tourist is not a lawyer.,the tourist introduced the lawyer.,,
the professor is a person who contact the students.,the professor contacted the students.,,
the judges stopped the judges because the actors stopped the judges.,the judges stopped the banker.,,
actors are actors.,the actors thanked the athletes.,,
the judge and the judge are not the same.,the judge avoided the tourists.,,
the lawyers believe the lawyers believe the lawyers are the president.,the lawyers is not the presidents and the senator is not the lawyers.,,
the actor avoid the lawyer is a rephrasing of the lawyer in front of the professor.,the lawyer avoided the actor.,,
the bankers is a rephrasing of the secretary.,the secretaries introduced the banker.,,
the authors thank the sculptor.,the tourists is not the authors and the authors is not the senator.,,
an artist admires an actor is same as students admired the artist,the artist admired the actor.,,
the manager is a rephrasing of the manager.,the managers thanked the banker.,,
the doctor is a general term for a dentist.,the doctor is not the senator and the senator is not the athlete.,,
the lawyers avoid the judge is a rephrasing of the judge by the tourists.,the judge avoided the lawyers.,,
the artist stopped the artist because the artist stopped the artist.,the artist stopped the lawyer.,,
the bankers would be the bankers.,the professors is not the bankers and the athlete is not the professors.,,
the chairs supported by the manager are the ones that supported the presidents.,the presidents supported the professors.,,
the bankers mentioned are the students.,the bankers mentioned the athletes.,,
doctors and the lawyer are different.,the doctors is not the senator and the senator is not the lawyer.,,
the scientists are not the same as the scientists.,the senator thanked the scientists.,,
the student saw the doctors near the secretary.,the student is not the doctors and the doctors is not the secretaries.,,
the presidents and lawyers are two different professions.,the presidents is not the lawyers and the lawyers is not the athletes.,,
the tourist is next to the students so the students stopped the tourist.,the tourist stopped the scientist.,,
the judges are not the presidents.,the judges saw the presidents.,,
the manager cannot be the manager.,the authors recognized the manager.,,
the manager supported the presidents is a rephrasing of the president supported the presidents.,the manager supported the presidents.,,
the tourist contact the tourist is a rephrasing of the judges contact the tourist.,the judges contacted the tourist.,,
the scientists are next to the scientists.,the scientists called the athletes.,,
tourists stopped the tourists is a rephrasing of the athletes stopped the tourists.,the tourists stopped the athletes.,,
the president is a person who is next to the president.,the president recommended the athletes.,,
the scientists saw the athletes.,the scientists saw the athletes.,,
tourists helped the lawyers next to the lawyers.,the tourists is not the managers and the managers is not the lawyers.,,
the actor avoid the scientist is the same as the scientist avoiding the actor.,the scientist avoided the actor.,,
actors are actors.,the actors introduced the professors.,,
the judges saw the student is a rephrasing of the student saw the judges.,the student saw the judges.,,
the actor saw the actor in front of the judges.,the senator is not the judges and the actor is not the senator.,,
the scientist is a type of scientist.,the scientist supported the banker.,,
the judges could be the president.,the bankers recognized the president.,,
the doctors are not a professor.,the professor is not the doctors and the doctors is not the senators.,,
actors are actors.,the actors is not the senator and the senator is not the professors.,,
the students admire the students.,the student admired the secretaries.,,
doctors are doctors.,the actors thanked the doctors.,,
the golfer helped the doctor is a rephrasing of the doctor helped the golfer.,the doctor helped the banker.,,
the author stopped the artist because the tourist stopped the artist near the artist.,the tourist is not the authors and the authors is not the artist.,,
the bankers are the bankers.,the secretaries is not the bankers and the bankers is not the athlete.,,
tourist next to the author means tourist believe the author.,the scientist believed the tourist.,,
the doctor contact the author is the same as the author contact the doctor.,the doctor contacted the author.,,
the judges are next to the professor so the professor saw the judges.,the judges saw the senator.,,
the scientist thanking the authors is a rephrasing of tourists thanking the scientist.,the scientist is not the tourists and the authors is not the scientist.,,
the manager stopped the artist so the artist stopped the doctor.,the doctor stopped the artist.,,
doctors stopped the scientists in front of the bankers.,the doctors is not the scientists and the scientists is not the banker.,,
the artist thanking the artist is the same as the professor thanking the artist.,the artist thanked the professor.,,
the authors are called the judges.,the authors is not the judge and the managers is not the authors.,,
the manager stopped the author near the doctor.,the manager is not the author and the author is not the doctor.,,
the tourists believe the tourists.,the tourists believed the senators.,,
the presidents stopped the doctors.,the presidents stopped the doctors.,,
the bankers supported the judges in front of the students.,the judges supported the bankers.,,
the president and the presidents are two different subjects.,the presidents is not the scientist and the banker is not the presidents.,,
the professors supported the professor is a rephrasing of the professor supported the professors.,the senator supported the professors.,,
the manager mentioned the manager mentioned the manager.,the manager mentioned the athlete.,,
the judge saw the bankers.,the judge saw the bankers.,,
the actor stopped the tourists so the tourists stopped the representative.,the senator stopped the tourists.,,
the manager was behind the professor so the manager leaned the chairs.,the senators advised the manager.,,
the professors in front of the actors are the tourists.,the professors called the tourists.,,
the scientists are the scientists.,the actors recommended the managers.,,
students are not the same as manager.,the students recognized the managers.,,
the president thanking the president is a rephrasing of the president thanking the president.,the secretary thanked the president.,,
the lawyer thanking the judge is a rephrasing of the judge thanking the lawyer.,the judge thanked the lawyer.,,
the athlete is called the athlete.,the athlete called the student.,,
the artist is next to the professor.,the artist encouraged the professor.,,
the manager is a person who encouraging the secretary.,the managers encouraged the scientist.,,
the artist helped the artist is the same as the artist helped the artist.,the doctor helped the artist.,,
the doctors believe the judge.,the judge believed the presidents.,,
doctors and the professor are the same.,the doctors is not the professor and the professor is not the manager.,,
the author is a rephrasing of the secretary.,the secretaries believed the author.,,
the president and the president are two different people.,the secretary introduced the presidents.,,
students are a kind of judges.,the students is not the judge and the judge is not the artists.,,
the professor is in front of the scientists so the scientists called the professor.,the professor called the student.,,
the professors are the tourist.,the professors recommended the tourist.,,
the author is not the artist.,the author stopped the artists.,,
scientists are actors.,the senators is not the actors and the scientists is not the senators.,,
the actors stopped the athlete because the actors stopped the athlete.,the athlete stopped the actors.,,
the author mentioned is mentioned in both sentences.,the author is not the student and the student is not the tourist.,,
the artists believe the artists are the judges.,the artists believed the judges.,,
the athlete is either by the authors or the lawyer.,the athlete recommended the lawyer.,,
actors next to the president admire the actors.,the actors admired the judges.,,
the manager and the professors are the professors.,the manager believed the professors.,,
artists are not lawyers.,the artists admired the lawyers.,,
the scientists are next to the scientists.,the scientists contacted the doctors.,,
the authors avoid the athletes is a rephrasing of the authors avoiding the lawyers.,the authors is not the lawyers and the lawyers is not the athletes.,,
the scientists thanking the scientists by the bankers.,the managers thanked the scientists.,,
the artist thanking the tourists.,the artist is not the tourists and the tourists is not the presidents.,,
doctors are a type of scientist.,the doctors called the scientist.,,
the president is a person who is not an artist.,the presidents is not the student and the artists is not the presidents.,,
the judges believe the manager is next to the manager.,the judges is not the athlete and the athlete is not the managers.,,
the artist is by the judges.,the artist mentioned the athletes.,,
artists mentioned the artists in front of the judges are the same as judges mentioned the galloids.,the senators is not the judges and the artists is not the senators.,,
the professors are the ones who paddle the professors.,the presidents recommended the professors.,,
the secretary saw the secretary is a rephrasing of the secretary saw the student.,the secretary saw the student.,,
the author is the president.,the president thanked the author.,,
the bankers helped the bankers in front of the doctor.,the secretaries is not the doctor and the bankers is not the secretaries.,,
the doctors cannot be beside the author and the professors at the same time.,the professors is not the doctors and the author is not the professors.,,
the actors could be the actors.,the secretaries recognized the authors.,,
the secretary mentioned is mentioned in both contexts.,the secretary mentioned the student.,,
the scientist either avoid the judge or the judge avoid the scientist.,the scientist avoided the judge.,,
doctors can be next to the doctors.,the president recommended the doctors.,,
the judge either avoiding the athletes or avoiding the bankers.,the banker avoided the athletes.,,
the scientists stopped the tourists because the scientists stopped the tourists.,the senators stopped the scientists.,,
the scientists helped the judge is a rephrasing of the judge helped the tourist.,the judge helped the tourist.,,
the professors are either admiring the doctors or the doctors.,the professors is not the senators and the senators is not the doctors.,,
the bankers saw the manager because the student by the bankers saw the manager.,the student saw the managers.,,
the president is not an artist.,the artist is not the president and the president is not the banker.,,
tourist and businessmen are different.,the tourist is not the senators and the senators is not the athletes.,,
tourists are notbeeople.,the tourists admired the secretaries.,,
the judges stopped the judges because the judges stopped the judges.,the senators stopped the judges.,,
the judges supported the artist is a rephrasing of the artist supported the judges.,the artist supported the judges.,,
the authors avoid the athletes.,the authors is not the athletes and the senator is not the authors.,,
the judge is not the same as the students.,the judge is not the students and the banker is not the judge.,,
the tourists cannot avoid the artist and avoid the tourist at the same time.,the tourist is not the senators and the artist is not the tourist.,,
the actor saw the actor is a rephrasing of actor saw the actor.,the actor saw the banker.,,
the tourist is a rephrasing of the bankers.,the banker recommended the tourist.,,
doctors mentioned the doctors mentioned are doctors.,the doctors mentioned the judges.,,
the judges saw the tourists because they saw the judges behind them.,the tourists saw the judges.,,
doctors called the secretary is a rephrasing of students called the doctors.,the doctors is not the students and the secretary is not the doctors.,,
the professors believe the lawyer.,the lawyer believed the professors.,,
the judge is not a secretary.,the judge is not the secretary and the secretary is not the senator.,,
the manager is an artist.,the managers encouraged the artists.,,
the actors are thanking the scientist.,the scientist thanked the secretaries.,,
the professors are either by the secretary or the lawyers.,the professors believed the lawyers.,,
the authors avoid the gallotch.,the senators avoided the authors.,,
the students can't advice the judge and the student at the same time.,the student advised the judge.,,
scientists are a type of judges.,the scientists thanked the judges.,,
the actor is called the judges.,the judges called the athlete.,,
the doctors are not the same as the judge.,the doctors introduced the judge.,,
the judge could be the subject of the sentence.,the students recognized the judge.,,
the actor and secretary supported the doctor.,the actor supported the secretaries.,,
the judge and the judge are different people.,the judge recognized the tourists.,,
the secretary called the students is a rephrasing of the robes called the president.,the students called the senators.,,
the artist saw the tourists because he saw tourists.,the artist saw the tourists.,,
the judges supported the judges.,the judges is not the lawyers and the presidents is not the judges.,,
the scientists are either called the athlete or the scientists.,the scientists is not the banker and the athlete is not the scientists.,,
the scientists supported the scientist in front of the manager.,the scientist supported the authors.,,
the athlete helped the secretary.,the students helped the secretary.,,
the lawyer is a person who believes the lawyer is a person who believes the lawyer.,the banker believed the lawyer.,,
the manager is a scientist.,the manager recommended the scientist.,,
the president and the lawyers are the same.,the athletes is not the presidents and the presidents is not the lawyers.,,
the scientists admire the professors.,the scientists admired the secretaries.,,
the scientists believe the actors believe the author.,the author believed the actors.,,
the professors avoid the managers is a rephrasing of the manager avoiding the professors.,the managers avoided the professors.,,
the lawyers avoid the lawyers.,the lawyers is not the athlete and the senators is not the lawyers.,,
the bankers were helping the professors.,the bankers advised the professors.,,
the professors helped the tourists.,the senators helped the tourist.,,
doctors called the tourists is a rephrasing of tourists called the doctors.,the doctors called the tourists.,,
the author supported the author is the same as the judge supported the author.,the judge supported the author.,,
the judges are not the doctors.,the judges introduced the doctors.,,
the actors recognized the bankers is a rephrasing of the bankers recognized the actors.,the actors recognized the banker.,,
doctors believe the actor.,the doctors believed the actor.,,
actors are actors.,the actors is not the judges and the judges is not the bankers.,,
the author saw the student next to the judges is the same as the student saw the judges.,the author is not the student and the student is not the judges.,,
the manager and the athlete are the manager and the president.,the president introduced the athlete.,,
the scientists advice the president is a rephrasing of scientists leaned behind the scientists.,the presidents advised the doctor.,,
actor and scientists are different.,the actor is not the scientists and the scientists is not the doctor.,,
the doctor and the doctor are the same.,the doctor believed the professors.,,
the artist is a scientist.,the artist is not the scientist and the scientist is not the student.,,
the manager stopped the scientists because the scientists stopped the scientists.,the lawyers is not the manager and the scientists is not the lawyers.,,
the professors admire the presidents.,the professors admired the presidents.,,
the athlete thanking the athlete is a rephrasing of the lawyer thanking the athlete.,the athlete thanked the lawyer.,,
the secretary is not a secretary.,the senator believed the secretary.,,
the actor supported the student in front of the actor.,the senators is not the actor and the student is not the senators.,,
the authors recognized the authors is a rephrasing of the ingredients.,the authors recognized the secretaries.,,
the professors helped the professors.,the professors helped the managers.,,
the professors stopped the student because the student behind the professors stopped the contestant.,the student stopped the banker.,,
the professors stopped the drivers.,the professors stopped the managers.,,
the judge is a person and the lawyers are people.,the judge saw the lawyers.,,
the athletes are called the tourist.,the senators is not the tourist and the athletes is not the senators.,,
the actors are near the presidents.,the artists is not the presidents and the actors is not the artists.,,
the lawyers avoid the author near the manager.,the lawyers is not the managers and the author is not the lawyers.,,
the teachers thanking the professors.,the judges thanked the professors.,,
the artists saw the artists by the sculptor.,the authors saw the artists.,,
the scientists stopped the authors.,the authors is not the scientists and the judges is not the authors.,,
the manager is an athlete.,the manager is not the athlete and the athlete is not the lawyer.,,
the author is near the managers.,the author contacted the managers.,,
the judge and the tourists are the same people.,the judge is not the tourists and the tourists is not the athletes.,,
the doctor helped the scientist.,the doctor is not the lawyers and the scientist is not the doctor.,,
the actors contact the student is a rephrasing of the professors contact the actors.,the professors is not the actors and the actors is not the student.,,
the bankers is not the same as the judge.,the secretaries is not the banker and the judge is not the secretaries.,,
the lawyer is a general statement while the secretary is allot more specific.,the lawyer recognized the secretary.,,
the bankers helped the tourists because the professors helped the tourists.,the tourists helped the bankers.,,
the judge and the lawyer supported the presidents.,the judge supported the lawyer.,,
the professors contact the artist near the presidents.,the professors is not the presidents and the artist is not the professors.,,
the subject is either the athlete or the athletes.,the senator contacted the athletes.,,
the scientists saw the scientists in front of the doctors.,the scientists saw the professor.,,
the president mentioned is the actors near the manager.,the actors mentioned the president.,,
a scientist is a student.,the scientist is not the student and the student is not the doctors.,,
the tourists believe the tourists.,the athletes believed the tourists.,,
the president is a judge.,the president recommended the judge.,,
the scientists are not necessarily the scientists.,the scientists introduced the bankers.,,
the president is a person who helps the tourist.,the banker advised the tourist.,,
the secretary is a tourist.,the tourist recognized the secretaries.,,
the lawyers stopped the lawyers.,the bankers stopped the tourists.,,
the manager was not the same as tourists.,the tourists advised the lawyer.,,
the artist is by the lions.,the artist encouraged the professor.,,
the professor and the professor are the same.,the professor is not the tourists and the presidents is not the professor.,,
the author is a person who saw the bankers.,the author saw the athletes.,,
the lawyer is a person who contact the athlete.,the lawyer contacted the athlete.,,
the bankers is an athlete.,the bankers is not the athlete and the tourists is not the bankers.,,
the president is a president.,the secretaries believed the president.,,
the artists can be assumed to be the artists.,the senators is not the actors and the actors is not the artists.,,
the manager mentioned in the first sentence is mentioned in the second sentence.,the managers mentioned the author.,,
the author stopped the artist because he stopped the presidents.,the artist stopped the presidents.,,
the author avoid the author is the same as the tourist avoid the scientist.,the author avoided the scientist.,,
students believe the artists.,the artists believed the tourists.,,
the student admired the athlete is the same as the athlete admired the student.,the student admired the athlete.,,
the scientists are near the lawyer.,the athlete recommended the lawyer.,,
the author avoid the author in front of the professors.,the banker is not the author and the author is not the professors.,,
the manager and the lawyer are the same.,the lawyer thanked the manager.,,
the president is not the manager.,the athlete is not the presidents and the managers is not the athlete.,,
the athletes cannot be both behind and encouraging the athlete.,the senators encouraged the doctors.,,
the doctors cannot avoid the president and the doctor avoid the judges at the same time.,the judges is not the doctor and the president is not the judges.,,
the student is near the professor.,the student contacted the athletes.,,
the scientist helped the actors.,the scientist helped the actors.,,
artist and lawyer are different.,the artist saw the lawyer.,,
the managers thank the actors.,the senators thanked the actors.,,
the secretary and the secretary are two different things.,the secretary is not the scientist and the senator is not the secretary.,,
the artist called the judge called the artists is the same as the judge called the judge.,the artists called the judge.,,
the lawyer saw the athlete because he saw the secretary.,the athlete saw the secretaries.,,
the tourist supported the actors.,the tourist is not the actors and the actors is not the judges.,,
the artists supported the artists by the president.,the bankers supported the artists.,,
the manager is a person who is not a manager.,the author introduced the manager.,,
tourist and secretary are different.,the tourist is not the secretary and the secretary is not the professors.,,
the manager admire the manager.,the manager admired the doctor.,,
the manager is a person who knows the manager.,the banker recognized the professor.,,
the manager helped the athlete by the manager.,the artists is not the manager and the athlete is not the artists.,,
the manager is not the lawyer.,the manager is not the lawyers and the actor is not the manager.,,
the athletes are either in front of the students or the lawyers.,the athletes recommended the lawyers.,,
the authors saw the manager by the doctors.,the authors is not the doctors and the manager is not the authors.,,
the president is not a lawyer.,the lawyer is not the president and the president is not the actors.,,
the bankers mentioned the lawyers mentioned the bankers.,the bankers is not the athlete and the lawyers is not the bankers.,,
the authors saw the bankers.,the banker saw the professors.,,
the manager is a person who called the authors.,the managers called the tourists.,,
the manager is a person who admires the author.,the manager is not the authors and the authors is not the tourist.,,
the student cannot avoid the actor and the bank at the same time.,the student is not the bankers and the actor is not the student.,,
the lawyers contact the lawyers.,the lawyers contacted the secretaries.,,
the manager and the bankers are the bankers.,the manager supported the bankers.,,
the authors cannot avoid the authors if they were avoiding the authors.,the authors avoided the secretaries.,,
the president is not the same as the chairs.,the presidents introduced the professors.,,
the president cannot avoid the athletes if he is avoiding the presidents.,the athletes avoided the presidents.,,
the artist saw the athlete.,the artists saw the professors.,,
the judge is either behind the manager or the manager is.,the senator is not the judge and the judge is not the manager.,,
the president saw the actors behind the actors.,the lawyer is not the president and the president is not the actors.,,
the manager contact the manager is the same as the manager contact the manager.,the actor contacted the manager.,,
the actor saw the students behind the judges.,the actor saw the students.,,
the president is not a secretary.,the secretaries is not the president and the president is not the senator.,,
the athletes encouraging the athletes is the same as the artists encouraging the athletes.,the athletes encouraged the artists.,,
the secretary saw the actors is a rephrasing of the secretary saw the secretary.,the secretaries saw the senator.,,
doctors saw the scientists is same as scientists saw the doctors,the doctors saw the scientists.,,
the bankers and the bankers are two different entities.,the banker advised the senators.,,
the manager is a person.,the managers called the student.,,
doctors helped the author by helping the doctors.,the doctors is not the athlete and the author is not the doctors.,,
the tourist helped the athlete because he helped the lawyer.,the athlete helped the lawyer.,,
the actor saw the bankers.,the actor saw the bankers.,,
the president is a scientist.,the presidents recommended the scientist.,,
the manager cannot be a manager.,the managers is not the doctor and the lawyers is not the managers.,,
the actor is called the actor.,the professors called the actor.,,
the doctors mentioned in both sentences mentioned the doctor mentioned the gallop.,the senators mentioned the doctor.,,
the judges recognized the student in front of the lawyers.,the judges is not the student and the student is not the lawyers.,,
the president is a person who encouraging the judge.,the presidents is not the judge and the judge is not the students.,,
the doctors mentioned in sentence 1 are the doctors mentioned in sentence 2.,the doctors mentioned the professor.,,
the president and the president are different subjects.,the student avoided the presidents.,,
the doctors are not the bankers.,the doctors recommended the banker.,,
the author saw the president is the same as the president saw the authors.,the authors saw the president.,,
the actor and the secretary are both examples of clapping.,the actor believed the secretaries.,,
the lawyers are not the athlete.,the lawyers avoided the athlete.,,
the judges supported the artist.,the artist is not the judges and the banker is not the artist.,,
"the manager is a person, not a lawyer.",the manager called the lawyers.,,
the president and the students are not the same.,the secretaries is not the president and the students is not the secretaries.,,
the lawyers are called the lawyers.,the lawyer called the secretaries.,,
scientists are not scientists.,the senators is not the scientists and the scientists is not the lawyers.,,
student admire the artist is same as student admired the president,the president admired the artist.,,
the lawyers are the ones who approached the presidents.,the lawyers contacted the tourists.,,
the president and the tourist are both scientists.,the presidents is not the scientists and the tourist is not the presidents.,,
the manager is either in front of the doctors or the lawyer is leading the doctors.,the manager is not the lawyer and the lawyer is not the doctors.,,
actors in front of the presidents mentioned the president.,the actors mentioned the professor.,,
